code,id,level,name,description,path
16090,DZaVUWuU4b3,4,Jerusalem Medical Centre Webuye East,Facility,/CLmPcJmOc90/ARXMjK29sXR/FjqeKU6m1k5/DZaVUWuU4b3
27126,LogJPQM9WYq,4,Jesmo Hospital,Facility,/CLmPcJmOc90/NsXCqczzCvt/UYlsOf5T24j/LogJPQM9WYq
10375,RBF4Uapl7KT,4,Jesmond ACK Dispensary Mburi,Facility,/CLmPcJmOc90/sCn0duT9QVP/hFM5Z0psDEo/RBF4Uapl7KT
24073,FL8WLct9T7V,4,Jesse Kay Children's Hospital,Facility,/CLmPcJmOc90/N4pRUs2e6nC/Zge9Si2OJHc/FL8WLct9T7V
28258,E0BBbBlIksX,4,Jesse Kay Hospital - Juja Satellite,Facility,/CLmPcJmOc90/JVu73wvtLRy/f6aqGDHvxdG/E0BBbBlIksX
14603,sv8tDOSvNMW,4,Jesus Responding Clinic,Facility,/CLmPcJmOc90/H7BJxmeJfrJ/kwQVl46EYOu/sv8tDOSvNMW
12109,hcxeZ5Bmpsg,4,Jetma Clinic,Facility,/CLmPcJmOc90/vPrDemu8VcX/BTl61lBAKXS/hcxeZ5Bmpsg
13635,WXy1Qr0riSL,4,Jevros Clinic,Facility,/CLmPcJmOc90/cdeCA6ClJDU/faSDf7otkC2/WXy1Qr0riSL
18672,qarcIB4xBNA,4,JeyTee,Facility,/CLmPcJmOc90/N4pRUs2e6nC/UXrdyWmFLV4/qarcIB4xBNA
14596,uC0tKWS3gPo,4,Jfk Engineering Dispensary,Facility,/CLmPcJmOc90/qio545RwQsi/Im7FmWq6hsL/uC0tKWS3gPo
25513,x7mSapONJYA,4,Jiangsu Medical Clinic,Facility,/CLmPcJmOc90/JUn4vhjBgWE/cpINBIAg1HV/x7mSapONJYA
11432,IDF8M21oL03,4,Jibana Sub District Hospital,Facility,/CLmPcJmOc90/CtmrXMoMKSA/doX8eHSQiKB/IDF8M21oL03
24988,NCK5Egldh7B,4,JIDDAH MEDICAL CLINIC,Facility,/CLmPcJmOc90/um6YEMaIdC3/Ol35fHMltHd/NCK5Egldh7B
21544,Z5tRL5ypGjY,4,Jila Model Health Centre,Facility,/CLmPcJmOc90/CtmrXMoMKSA/bQgqKzH6ZCI/Z5tRL5ypGjY
20121,VsER521GXUj,4,Jilango Dispensary,Facility,/CLmPcJmOc90/bSpKE38mB85/PjmLoJzNB6K/VsER521GXUj
11433,rVewudEBDBX,4,Jilore Dispensary,Facility,/CLmPcJmOc90/CtmrXMoMKSA/BVMO9oPzlV9/rVewudEBDBX
22766,Py8DMOQbQxY,4,Jimba Dispensary,Facility,/CLmPcJmOc90/CtmrXMoMKSA/Z1NhrjwyFQH/Py8DMOQbQxY
19754,r2efm7T6Mwq,4,Jimron Medical Clinic,Facility,/CLmPcJmOc90/H7BJxmeJfrJ/kwQVl46EYOu/r2efm7T6Mwq
24032,azmFr1aIYAm,4,Jinjmanna Medical Services,Facility,/CLmPcJmOc90/U2pNYbHjLN9/d2UnTXespA0/azmFr1aIYAm
12990,tOD0bQIMDjN,4,Jinnah Ave Clinic,Facility,/CLmPcJmOc90/N4pRUs2e6nC/jckhtzFCuXZ/tOD0bQIMDjN
21805,yZ75YGWERGc,4,Jirani Diagnostic Centre Machakos,Facility,/CLmPcJmOc90/gkETYmAZcrw/FPwPc05sidZ/yZ75YGWERGc
10377,ru1QvPpCZro,4,Jirani Medical Clinic,Facility,/CLmPcJmOc90/xtHuM0oS6KO/oxtvkm8dUEL/ru1QvPpCZro
18854,EDasAX7EKDR,4,Jirime Dispensary,Facility,/CLmPcJmOc90/U2pNYbHjLN9/d2UnTXespA0/EDasAX7EKDR
16454,INcnO9TgYdO,4,Jirwani Dispensary,Facility,/CLmPcJmOc90/tmRnWagSO4X/huVaW2Uxcgw/INcnO9TgYdO
12991,o1qyvENuEJs,4,JKIA Health Centre,Facility,/CLmPcJmOc90/N4pRUs2e6nC/Q0f8XHuM3Ge/o1qyvENuEJs
10378,TdOZX0UXvA9,4,JKUAT Hospital,Facility,/CLmPcJmOc90/JVu73wvtLRy/f6aqGDHvxdG/TdOZX0UXvA9
10916,ORMcv3zrGyX,4,JM Kariuki Memorial County Referral Hospital,Facility,/CLmPcJmOc90/NgMqkVjFIKY/vsnuAEijcMq/ORMcv3zrGyX
22559,ba7nKuWREIK,4,Joamu Medical Clinic,Facility,/CLmPcJmOc90/DDLOpuTc53A/mmZWr8YRkmI/ba7nKuWREIK
24773,MLZuKd26hZ3,4,Joan Medical Clinic,Facility,/CLmPcJmOc90/Ix2Au4Km9ew/P3hzrM6bI4L/MLZuKd26hZ3
24824,wVOlksCGgCe,4,Jobefar Medical Centre,Facility,/CLmPcJmOc90/nHQUNlWL1nk/WYXUeMuvgPq/wVOlksCGgCe
23215,VqHWueIfTrA,4,Jocham Community Clinic Mtwapa,Facility,/CLmPcJmOc90/CtmrXMoMKSA/EXzblQtpgbI/VqHWueIfTrA
17677,LTfQtencKrA,4,Jodams Medical maternity Clinic Kenyenya,Facility,/CLmPcJmOc90/NsXCqczzCvt/wi1iUgN6qM6/LTfQtencKrA
26258,LPnBI3rUNHP,4,Joeton Medical Clinic,Facility,/CLmPcJmOc90/JVu73wvtLRy/UhPC74YNAyL/LPnBI3rUNHP
24554,FOF6lxnyFcH,4,Jogoo Dispensary,Facility,/CLmPcJmOc90/xKAATm8Pwru/eRRbiQeIBRG/FOF6lxnyFcH
18640,ay1gPpamkxV,4,Johani Chemist,Facility,/CLmPcJmOc90/FMHWPDvWvXw/KFryXpy6CMg/ay1gPpamkxV
26943,HoLbV48NrgX,4,JohAtlas Medical & Dental Centre,Facility,/CLmPcJmOc90/ZvksxUQ3Rnc/KeCzBLRhXVy/HoLbV48NrgX
13636,vjQyMD7HpUp,4,Johpas Clinic,Facility,/CLmPcJmOc90/dH8T2PLdfSP/Q7pwomYa8Qa/vjQyMD7HpUp
16455,spCZcYAQ33j,4,Joint Partner Medical Clinic,Facility,/CLmPcJmOc90/tmRnWagSO4X/huVaW2Uxcgw/spCZcYAQ33j
24271,RFdBkoia6qv,4,Joints Care Centre-Orthopaedic Limited,Facility,/CLmPcJmOc90/sCn0duT9QVP/ydg82WxmfJM/RFdBkoia6qv
18968,rHbkkUAV9AJ,4,Jolly Medical Clinic,Facility,/CLmPcJmOc90/FMHWPDvWvXw/N4WBvbx3c4h/rHbkkUAV9AJ
24728,Wc8MIEedkk6,4,Jolynn Dental Clinic,Facility,/CLmPcJmOc90/N7YLmjBdnTj/J6eMVXbvPJw/Wc8MIEedkk6
subc71,Aj6QY5YyqA3,3,Jomvu,Sub County,/CLmPcJmOc90/dmDogAeDBUk/Aj6QY5YyqA3
11437,N0TQAAElYED,4,Jomvu Kuu MCM Dispensary,Facility,/CLmPcJmOc90/dmDogAeDBUk/Aj6QY5YyqA3/N0TQAAElYED
11436,uXwG7zjBCY1,4,Jomvu Model Health Centre,Facility,/CLmPcJmOc90/dmDogAeDBUk/Aj6QY5YyqA3/uXwG7zjBCY1
21076,V5XhwXEkjt4,4,Jomvu Wellness Centre,Facility,/CLmPcJmOc90/dmDogAeDBUk/Aj6QY5YyqA3/V5XhwXEkjt4
21998,YR8aiFxiJIL,4,Jope Medical Clinic,Facility,/CLmPcJmOc90/dmDogAeDBUk/JX3F2zEPH0W/YR8aiFxiJIL
14598,WxPnrwgrrze,4,Joppa Medical Clinic,Facility,/CLmPcJmOc90/DDLOpuTc53A/e5TVZ0WsDTf/WxPnrwgrrze
12110,VGe4zssZYVM,4,Jordan Hospital,Facility,/CLmPcJmOc90/e7rc64pUcS0/Bvknem34yct/VGe4zssZYVM
11439,isS3p8sWj2Q,4,Jordan Medical Clinic,Facility,/CLmPcJmOc90/dmDogAeDBUk/JX3F2zEPH0W/isS3p8sWj2Q
12111,EQuczVUTrh1,4,Jordan Medical Clinic Kangundo,Facility,/CLmPcJmOc90/gkETYmAZcrw/TdsBUBboXm9/EQuczVUTrh1
18570,YrVVRlS1wKS,4,Jordan Medical Clinic Ruiru,Facility,/CLmPcJmOc90/JVu73wvtLRy/I7e9MIw3TDE/YrVVRlS1wKS
25591,Hyc5Fozi6V3,4,Jordan Primary Healthcare,Facility,/CLmPcJmOc90/vPrDemu8VcX/YjkCFdRjwwD/Hyc5Fozi6V3
23309,L7itxV5wPbo,4,Joscare Medical Clinic,Facility,/CLmPcJmOc90/agUb3txPLDg/DV1cKT3J2Rb/L7itxV5wPbo
14599,gQPpzKChmXJ,4,Josdidas Medicare,Facility,/CLmPcJmOc90/N7YLmjBdnTj/ukbFoVU66iD/gQPpzKChmXJ
20287,tBrVuh5wXCW,4,Joseph Memorial Medical Centre,Facility,/CLmPcJmOc90/DDLOpuTc53A/mmZWr8YRkmI/tBrVuh5wXCW
10379,E0Ci1SnIn9C,4,Joshua Mbai Memorial Dispensary,Facility,/CLmPcJmOc90/sCn0duT9QVP/hFM5Z0psDEo/E0Ci1SnIn9C
20450,kpAF63czPRt,4,Josiah Community Medical Centre,Facility,/CLmPcJmOc90/N4pRUs2e6nC/Q0f8XHuM3Ge/kpAF63czPRt
16586,RUvivHNZOQw,4,Joska Medical Care,Facility,/CLmPcJmOc90/FMHWPDvWvXw/KFryXpy6CMg/RUvivHNZOQw
16227,wi0RjmLonGJ,4,Joska Medical Care Clinic,Facility,/CLmPcJmOc90/FMHWPDvWvXw/KFryXpy6CMg/wi0RjmLonGJ
17951,iD8LuYmnrbJ,4,Josma Medical Clinic Kasarani,Facility,/CLmPcJmOc90/N4pRUs2e6nC/UXrdyWmFLV4/iD8LuYmnrbJ
28749,jgiMsg9zH2f,4,Josmed  Medical Clinic,Facility,/CLmPcJmOc90/JVu73wvtLRy/HJm2GuUJEV7/jgiMsg9zH2f
20208,IHNq68nji5Q,4,Josmed Clinic,Facility,/CLmPcJmOc90/N4pRUs2e6nC/tumj0X12gj4/IHNq68nji5Q
25266,nIG1Lf4wi3f,4,Josmori Hospital,Facility,/CLmPcJmOc90/CtmrXMoMKSA/j83yFnzToWq/nIG1Lf4wi3f
19300,WH405eeg8Ma,4,Josnik clinic,Facility,/CLmPcJmOc90/N4pRUs2e6nC/Zge9Si2OJHc/WH405eeg8Ma
23123,um4VouMSotl,4,Josta Medical Centre,Facility,/CLmPcJmOc90/FMHWPDvWvXw/gLqV7oDaGII/um4VouMSotl
14600,EzS7FTAZiwU,4,Joster Medical Clinic,Facility,/CLmPcJmOc90/N7YLmjBdnTj/ukbFoVU66iD/EzS7FTAZiwU
23561,oecgZ3uLGcn,4,Jotram Medical Centre,Facility,/CLmPcJmOc90/JVu73wvtLRy/f6aqGDHvxdG/oecgZ3uLGcn
27423,BZeNStVj2qW,4,Jovied Medical Clinic,Facility,/CLmPcJmOc90/qio545RwQsi/bnTJ28dVEwc/BZeNStVj2qW
17981,x5clA6aZueZ,4,Jowama Medical Clinic,Facility,/CLmPcJmOc90/JVu73wvtLRy/XGZcsWpQe9W/x5clA6aZueZ
22375,FxqKnwlkgpw,4,Jowasi Medical clinic,Facility,/CLmPcJmOc90/i7hqxf9ShvM/cPX8IxkpNdy/FxqKnwlkgpw
17355,o7dSufz7rop,4,Jowhar Dispensary,Facility,/CLmPcJmOc90/xKAATm8Pwru/argk7SYQTLp/o7dSufz7rop
19228,d9EDoKL3Sbu,4,Joy Clinic Manyatta,Facility,/CLmPcJmOc90/vPrDemu8VcX/BTl61lBAKXS/d9EDoKL3Sbu
24196,rbCQ7VswHY8,4,Joy Medical Clinic - Kangundo,Facility,/CLmPcJmOc90/gkETYmAZcrw/TdsBUBboXm9/rbCQ7VswHY8
11440,zzlD4gaZBbO,4,Joy Medical Clinic Jomvu,Facility,/CLmPcJmOc90/dmDogAeDBUk/Aj6QY5YyqA3/zzlD4gaZBbO
21228,nxZ12Z7zPNS,4,Joy Medical Clinic Lusigetti,Facility,/CLmPcJmOc90/JVu73wvtLRy/Qkd6m6jLdhD/nxZ12Z7zPNS
11441,O0bDhsZvA3T,4,Joy Medical Clinic Mwatate,Facility,/CLmPcJmOc90/agUb3txPLDg/SB2q6cMHGCW/O0bDhsZvA3T
10381,P7egi88Mrv7,4,Joy Medical Clinic Thunguma,Facility,/CLmPcJmOc90/i7hqxf9ShvM/cPX8IxkpNdy/P7egi88Mrv7
19952,S09xCKSdUBm,4,Joy Medical Clinic-Chuka,Facility,/CLmPcJmOc90/mV5pgmDlODD/rhgB0o9tkLE/S09xCKSdUBm
24980,RpJM1UmLa63,4,Joy Morangi  Medical Centre,Facility,/CLmPcJmOc90/dz3Rvaxvruj/yJRE4Mku8kU/RpJM1UmLa63
18594,ZBSDhpZl4NH,4,Joy Nursing Home and Maternity,Facility,/CLmPcJmOc90/N4pRUs2e6nC/IqSQWJxqfMk/ZBSDhpZl4NH
23410,dlU4olcaHdw,4,Joy Paediatric Medical Center,Facility,/CLmPcJmOc90/nHQUNlWL1nk/WYXUeMuvgPq/dlU4olcaHdw
10383,ppbuBAqGaIx,4,Joy Town Clinic,Facility,/CLmPcJmOc90/JVu73wvtLRy/psNsqkE7qHA/ppbuBAqGaIx
20845,HKojmU06KFD,4,Joy Youth Centre Kapsoit,Facility,/CLmPcJmOc90/qio545RwQsi/bnTJ28dVEwc/HKojmU06KFD
24112,nTO6HnPUdBv,4,Joyellen Women Hospital,Facility,/CLmPcJmOc90/DDLOpuTc53A/VH8TM17nG0i/nTO6HnPUdBv
24307,lDoQY4DTAtN,4,JoyGabs Medical Clinic,Facility,/CLmPcJmOc90/qIaoyZb88jR/j8zANqLeKeC/lDoQY4DTAtN
23686,DeLxteoqy9P,4,Joykim Medical Clinic,Facility,/CLmPcJmOc90/vPrDemu8VcX/BTl61lBAKXS/DeLxteoqy9P
12114,XFgLuR45hob,4,Joykim Nursing Home,Facility,/CLmPcJmOc90/vPrDemu8VcX/BTl61lBAKXS/XFgLuR45hob
27352,svookp2Q5nj,4,Joyland Birikani Medical Center,Facility,/CLmPcJmOc90/agUb3txPLDg/iVwPOV8kQ62/svookp2Q5nj
23002,fV6XVoRVMug,4,Joyland F Clinic Tassia,Facility,/CLmPcJmOc90/N4pRUs2e6nC/Q0f8XHuM3Ge/fV6XVoRVMug
10384,antzSR5Vn7Y,4,Joyland Medical Clinic,Facility,/CLmPcJmOc90/JVu73wvtLRy/f6aqGDHvxdG/antzSR5Vn7Y
24188,pm8GEC1AOIP,4,Joylite Health Care,Facility,/CLmPcJmOc90/gkETYmAZcrw/wIaXaHsbNyz/pm8GEC1AOIP
22070,AlP1oeiOEbL,4,JOYRIDE MEDICAL CENTRE,Facility,/CLmPcJmOc90/dz3Rvaxvruj/kRTUBmdYEJw/AlP1oeiOEbL
21054,zbD3Uho2El0,4,Joysafe Medical Centre,Facility,/CLmPcJmOc90/JVu73wvtLRy/FP8gJyI5Jzl/zbD3Uho2El0
24060,qD2oSRrhtmk,4,Joytops Medicare,Facility,/CLmPcJmOc90/JVu73wvtLRy/psNsqkE7qHA/qD2oSRrhtmk
23918,bV2bk3AbHER,4,Joytown Secondary School Dispensary,Facility,/CLmPcJmOc90/JVu73wvtLRy/psNsqkE7qHA/bV2bk3AbHER
16760,nVvsWfvCqvL,4,Joytown Special School,Facility,/CLmPcJmOc90/JVu73wvtLRy/psNsqkE7qHA/nVvsWfvCqvL
10385,c5JMZfxGbDI,4,Jubilee Medical Clinic,Facility,/CLmPcJmOc90/JVu73wvtLRy/psNsqkE7qHA/c5JMZfxGbDI
11442,ERoXnRYna66,4,Judy Medical Clinic,Facility,/CLmPcJmOc90/dmDogAeDBUk/Aj6QY5YyqA3/ERoXnRYna66
12992,mgZ5IGhYY9A,4,Juhudi Clinic,Facility,/CLmPcJmOc90/N4pRUs2e6nC/SADs1IhMZEi/mgZ5IGhYY9A
12115,vwsL3RoAJ0h,4,Juhudi Medical Clinic,Facility,/CLmPcJmOc90/gkETYmAZcrw/TdsBUBboXm9/vwsL3RoAJ0h
subc72,f6aqGDHvxdG,3,Juja,Sub County,/CLmPcJmOc90/JVu73wvtLRy/f6aqGDHvxdG
10386,FrEVMIhF6wJ,4,Juja Farm Health Centre,Facility,/CLmPcJmOc90/JVu73wvtLRy/f6aqGDHvxdG/FrEVMIhF6wJ
24569,khVUFYsHFeH,4,Juja Farm Medical Centre,Facility,/CLmPcJmOc90/JVu73wvtLRy/f6aqGDHvxdG/khVUFYsHFeH
24656,vTuy1taLv1k,4,Juja Medical Clinic,Facility,/CLmPcJmOc90/JVu73wvtLRy/f6aqGDHvxdG/vTuy1taLv1k
22321,xjrCPTyYB6s,4,Juja Modern Hospital & Maternity,Facility,/CLmPcJmOc90/JVu73wvtLRy/f6aqGDHvxdG/xjrCPTyYB6s
19318,sMhrHOOGDhU,4,Juja Road Hospital Nairobi,Facility,/CLmPcJmOc90/N4pRUs2e6nC/mHHDuaNQ0cg/sMhrHOOGDhU
26813,qzlhyJhN0r2,4,Jujani Medical Centre,Facility,/CLmPcJmOc90/e7rc64pUcS0/Td3gZoNWboD/qzlhyJhN0r2
23729,GUlT4xePZYM,4,Julia Huebner Medical Centre,Facility,/CLmPcJmOc90/nHQUNlWL1nk/M2ShXWXAiy8/GUlT4xePZYM
14601,qcvv52Cej4B,4,Juluk Dispensary,Facility,/CLmPcJmOc90/QjcUFIryWmH/HLii4Ugtwrf/qcvv52Cej4B
28386,hfrtNxC9yEz,4,JUMKINO MEDICAL CENTER,Facility,/CLmPcJmOc90/qio545RwQsi/C0DbKgjMzJ6/hfrtNxC9yEz
12972,KyfSgzkpE6W,4,Jumuia Hospital Huruma,Facility,/CLmPcJmOc90/N4pRUs2e6nC/sllwxTqiiDX/KyfSgzkpE6W
21922,MJKPvzDrPvG,4,Jumuia Hospitals Kakamega Clinic,Facility,/CLmPcJmOc90/Ix2Au4Km9ew/Yz24QTzULkr/MJKPvzDrPvG
15913,FwB1WH8CWNJ,4,Jumuia Mission Hospital Kaimosi,Facility,/CLmPcJmOc90/tmRnWagSO4X/huVaW2Uxcgw/FwB1WH8CWNJ
21678,qYsEIBbu8l1,4,Jumupamozzi Medical Centre,Facility,/CLmPcJmOc90/FMHWPDvWvXw/ehGO9IZ3uDu/qYsEIBbu8l1
17729,uWp2KLKTPi7,4,Junction Clinic,Facility,/CLmPcJmOc90/cdeCA6ClJDU/faSDf7otkC2/uWp2KLKTPi7
16450,QHINl7Pe0vq,4,Junction Medical Clinic,Facility,/CLmPcJmOc90/tmRnWagSO4X/IGGOh3gyEGw/QHINl7Pe0vq
20491,iUOReARU88o,4,Junda Dispensary,Facility,/CLmPcJmOc90/dmDogAeDBUk/JX3F2zEPH0W/iUOReARU88o
14602,jEF9bLOp4mY,4,June Mar Maternity And Medical Centre,Facility,/CLmPcJmOc90/N7YLmjBdnTj/ukbFoVU66iD/jEF9bLOp4mY
11444,hceCgietCGM,4,Junju Dispensary,Facility,/CLmPcJmOc90/CtmrXMoMKSA/EXzblQtpgbI/hceCgietCGM
18407,E0YPMLPVi01,4,Just Medical Limited,Facility,/CLmPcJmOc90/N4pRUs2e6nC/SADs1IhMZEi/E0YPMLPVi01
24640,Fkb0eanvE0s,4,JUWFIAH,Facility,/CLmPcJmOc90/NsXCqczzCvt/kRcWx1UIs1V/Fkb0eanvE0s
26660,KeaktjyJtVu,4,Juwfiah medical Centre,Facility,/CLmPcJmOc90/NsXCqczzCvt/wi1iUgN6qM6/KeaktjyJtVu
12116,wXktQ4fOv7s,4,K K Chogoria Clinic,Facility,/CLmPcJmOc90/FMHWPDvWvXw/O6nTo8dvti0/wXktQ4fOv7s
17554,tufz4pRixue,4,K-MET Corkran Medical Clinic,Facility,/CLmPcJmOc90/nHQUNlWL1nk/WYXUeMuvgPq/tufz4pRixue
18790,QSGIg9lvROP,4,K-Note Drop-in CentreNaivasha,Facility,/CLmPcJmOc90/DDLOpuTc53A/AkgIZ6ucXvA/QSGIg9lvROP
24914,EADK23yN58H,4,K.P.A ICD Clinic Nairobi,Facility,/CLmPcJmOc90/N4pRUs2e6nC/Q0f8XHuM3Ge/EADK23yN58H
20222,YDmDLU4Qj2j,4,Kaakong'u Dispensary,Facility,/CLmPcJmOc90/QjcUFIryWmH/HLii4Ugtwrf/YDmDLU4Qj2j
20184,uFQkWrw3GxX,4,Kaalem Dispensary,Facility,/CLmPcJmOc90/QjcUFIryWmH/Vv8gDmIUT7W/uFQkWrw3GxX
14604,DPtJQ6wZlOf,4,Kaaleng Health Centre,Facility,/CLmPcJmOc90/QjcUFIryWmH/Vv8gDmIUT7W/DPtJQ6wZlOf
10387,gU0DHaTa2oS,4,Kaanan Medical Centre,Facility,/CLmPcJmOc90/NgMqkVjFIKY/ncqshBgSWLB/gU0DHaTa2oS
12118,S1SU9bD1vOf,4,Kaani Dispensary,Facility,/CLmPcJmOc90/gkETYmAZcrw/PkI6rlShGrg/S1SU9bD1vOf
12119,rxEyeHHZjjZ,4,Kaanwa Dispensary,Facility,/CLmPcJmOc90/mV5pgmDlODD/yo1oZsSjpLy/rxEyeHHZjjZ
14579,oqfUtJLikW3,4,Kaapoka  Health Centre,Facility,/CLmPcJmOc90/QjcUFIryWmH/vkOXSua4LNm/oqfUtJLikW3
20001,qjMDH8Uyq7Z,4,Kaapus Dispensary,Facility,/CLmPcJmOc90/QjcUFIryWmH/fDTACXD1PBA/qjMDH8Uyq7Z
26368,rbOz4zXHWcz,4,Kaarani Dispensary,Facility,/CLmPcJmOc90/mV5pgmDlODD/ApZokAmOuuY/rbOz4zXHWcz
12120,oCmgIEzwltV,4,Kaare Dispensary,Facility,/CLmPcJmOc90/mV5pgmDlODD/waNyhudCvk7/oCmgIEzwltV
23656,X2V3JQj1ugj,4,Kaare Health Care,Facility,/CLmPcJmOc90/mV5pgmDlODD/waNyhudCvk7/X2V3JQj1ugj
22187,sxNGAhbuTzO,4,Kaatene Dispensary,Facility,/CLmPcJmOc90/e7rc64pUcS0/IdTneED5joL/sxNGAhbuTzO
16854,W3xYQIZq9Fj,4,Kaathari Dispensary CDF,Facility,/CLmPcJmOc90/vPrDemu8VcX/E9jTqHtFL3p/W3xYQIZq9Fj
23218,JoqRVmjI0HC,4,Kaathi Dispensary,Facility,/CLmPcJmOc90/FMHWPDvWvXw/N4WBvbx3c4h/JoqRVmjI0HC
12121,ROT59xW1orr,4,Kabaa Dispensary,Facility,/CLmPcJmOc90/e7rc64pUcS0/Bvknem34yct/ROT59xW1orr
14605,sThnIVyLR6b,4,Kabalwat Dispensary,Facility,/CLmPcJmOc90/DZEQgCZIlnn/QbsjJCCHvBp/sThnIVyLR6b
14606,LnXxgOM3ky7,4,Kabarak Health Centre,Facility,/CLmPcJmOc90/DDLOpuTc53A/cKHrvsRr9cT/LnXxgOM3ky7
18823,EBCE79h5eLM,4,Kabarak University Medical Centre,Facility,/CLmPcJmOc90/DDLOpuTc53A/cKHrvsRr9cT/EBCE79h5eLM
10388,Y9Xw1A4FWU5,4,Kabare Health Centre,Facility,/CLmPcJmOc90/sCn0duT9QVP/hFM5Z0psDEo/Y9Xw1A4FWU5
23828,PyHEa6eIF0O,4,Kabarnet Bliss Medical Center,Facility,/CLmPcJmOc90/c0jA5INU9JM/dF24BPsiE6d/PyHEa6eIF0O
17492,bN5ytsA0bCo,4,Kabarnet Faith Clinic,Facility,/CLmPcJmOc90/c0jA5INU9JM/dF24BPsiE6d/bN5ytsA0bCo
14609,bThqug2d1Bc,4,Kabartonjo Referral Hospital,Facility,/CLmPcJmOc90/c0jA5INU9JM/Yz5PrL8tLUQ/bThqug2d1Bc
10389,RdM93nmgQZq,4,Kabati Dispensary,Facility,/CLmPcJmOc90/i7hqxf9ShvM/Zmd6BorLk2G/RdM93nmgQZq
28739,gxkFYrVqP7R,4,Kabati Dispensary (YMCA),Facility,/CLmPcJmOc90/DDLOpuTc53A/AkgIZ6ucXvA/gxkFYrVqP7R
16677,O7LDT92G29n,4,Kabati Dispensary Laikipia West,Facility,/CLmPcJmOc90/Sz1ubc08ZfO/aiPFuArJ7dw/O7LDT92G29n
10391,NZVZvGjQnTp,4,Kabati Medical Clinic,Facility,/CLmPcJmOc90/xtHuM0oS6KO/UsCiG1fUfUG/NZVZvGjQnTp
20070,n8nMAzkm68g,4,Kabati Medicare Health Services Nursing Home,Facility,/CLmPcJmOc90/e7rc64pUcS0/zyT6PY62snW/n8nMAzkm68g
14610,sXqvQ2rLnmi,4,Kabatini Health Centre,Facility,/CLmPcJmOc90/DDLOpuTc53A/uFtpC3YK575/sXqvQ2rLnmi
25112,t4KGkdWuRY9,4,Kabazi Hope Medical Care Clinic,Facility,/CLmPcJmOc90/DDLOpuTc53A/SlGSl9QnQPh/t4KGkdWuRY9
14611,Ja3qKkodxCL,4,Kabazi Sub County Hospital,Facility,/CLmPcJmOc90/DDLOpuTc53A/SlGSl9QnQPh/Ja3qKkodxCL
subc73,HJm2GuUJEV7,3,Kabete,Sub County,/CLmPcJmOc90/JVu73wvtLRy/HJm2GuUJEV7
12993,oxVjczMVpj9,4,Kabete Approved School Dispensary lower Kabete,Facility,/CLmPcJmOc90/N4pRUs2e6nC/tumj0X12gj4/oxVjczMVpj9
12994,kvYP037zsCg,4,Kabete Barracks Dispensary,Facility,/CLmPcJmOc90/N4pRUs2e6nC/tumj0X12gj4/kvYP037zsCg
23297,tdzAJAU3PNg,4,Kabete Gardens Hospital,Facility,/CLmPcJmOc90/JVu73wvtLRy/HJm2GuUJEV7/tdzAJAU3PNg
23931,P4fEVdkulfS,4,Kabete Medical and Eye Care CentreNaivasha,Facility,/CLmPcJmOc90/DDLOpuTc53A/AkgIZ6ucXvA/P4fEVdkulfS
14612,vqqcacSqPyf,4,Kabetwa Health Centre,Facility,/CLmPcJmOc90/DZEQgCZIlnn/ecpB7buHKyd/vqqcacSqPyf
14620,rToju0ggWta,4,Kabianga CBHC Dispensary,Facility,/CLmPcJmOc90/qio545RwQsi/Im7FmWq6hsL/rToju0ggWta
14613,KqL7B2OgbGZ,4,Kabianga Health Centre,Facility,/CLmPcJmOc90/qio545RwQsi/Im7FmWq6hsL/KqL7B2OgbGZ
14614,NfyP7hijIez,4,Kabianga Tea Farm,Facility,/CLmPcJmOc90/qio545RwQsi/Im7FmWq6hsL/NfyP7hijIez
23026,E9PCJrbFgF2,4,Kabiangek Dispensary,Facility,/CLmPcJmOc90/qIaoyZb88jR/I6hBBkTYJV9/E9PCJrbFgF2
14615,wl2yPlLd8l1,4,Kabichbich Health Centre,Facility,/CLmPcJmOc90/aPCBHNMsdxf/CQASemNxZn8/wl2yPlLd8l1
14617,exIoUBP2QFi,4,Kabiemit Dispensary Keiyo,Facility,/CLmPcJmOc90/DZEQgCZIlnn/QbsjJCCHvBp/exIoUBP2QFi
14618,Fs3otpBsn9q,4,Kabiemit Health Centre Mosop,Facility,/CLmPcJmOc90/QXNuyvZKkGp/rYx6zUFyJIi/Fs3otpBsn9q
14619,kqEasumY78Y,4,Kabimoi Dispensary,Facility,/CLmPcJmOc90/c0jA5INU9JM/llMQ9fzsfU4/kqEasumY78Y
14630,JGGPJJc7q2v,4,Kabirirsang Dispensary,Facility,/CLmPcJmOc90/QXNuyvZKkGp/bHzZK8KoERr/JGGPJJc7q2v
18065,oeQOtkDWbbM,4,Kabirirsang Youth Centre,Facility,/CLmPcJmOc90/QXNuyvZKkGp/bHzZK8KoERr/oeQOtkDWbbM
12995,OEHPCBsFJh5,4,Kabiro Medical Clinic,Facility,/CLmPcJmOc90/N4pRUs2e6nC/vrvHKMOXRpN/OEHPCBsFJh5
10390,t4fp653GE6v,4,Kabiruini Health Clinic,Facility,/CLmPcJmOc90/i7hqxf9ShvM/wNnrDjqpwAE/t4fp653GE6v
14621,fc0KojY7rnY,4,Kabisaga Dispensary,Facility,/CLmPcJmOc90/QXNuyvZKkGp/rYx6zUFyJIi/fc0KojY7rnY
